27,0,3,5,0,0,102,11,1,406,504,0,6,0,0,15,0,13,0,5,11,3019,4,5088,252,0,301,0,204,102,306,9,1986,7,0,0,139,3,2,104,0,905,0,0,0,0,3,2,0,404,8,105
4,0,1,1,0,0,101,2,1,402,499,0,101,0,0,3,0,2,0,1,83,201,1,563,101,0,401,0,101,201,101,3,193,2,0,0,85,43,1,202,0,201,0,0,0,0,1,1,0,201,2,101
